['月', 'm', 24590]
['戏', 'n', 2]
['治', 'v', 2]
['文章', 'n', 2]
['船头', 'n', 2]
['作家', 'n', 2]
['远道', 'v', 2]
['稀', 'a', 2]
['对仗', 'v', 2]
['锦鳞', 'n', 2]
['镞', 'ng', 2]
['前人', 'n', 2]
['绊脚', 'n', 2]
['挂碍', 'v', 2]
['魔鬼', 'n', 2]
['月', 'm', 2]
['啭', 'g', 2]
['顽皮', 'a', 2]
['能干', 'n', 2]
['启蒙', 'v', 2]
['奇人', 'n', 2]
['朝拜', 'ns', 2]
['日', 'm', 2]
['闲日', 't', 2]
['血性', 'n', 2]
['项', 'n', 2]
['爪', 'ns', 2]
['武陵春', 'nr', 2]
['皓齿', 'nz', 2]
['天', 'q', 2]
['庆丰', 'nz', 2]
['锱铢', 'n', 2]
['改', 'v', 2]
['金波', 'nr', 2]
['泗', 'ns', 2]
['天明', 'nz', 2]
['傲霜', 'nr', 2]
['味道', 'n', 2]
['乌鸡', 'ns', 2]
['水晶', 'n', 2]
['宪', 'n', 2]
['生', 'vn', 2]
['子', 'ng', 2]
['裁缝', 'n', 2]
['空余', 'n', 2]
['海滩', 'ns', 2]
['寒', 'n', 2]
['违章', 'vn', 2]
['素风', 'n', 2]
['胡子', 'nr', 2]
['金言', 'n', 2]
['香', 'ns', 2]
['感怀', 'v', 2]
['广场', 'n', 2]
['手挥', 'n', 2]
['技艺', 'n', 2]
['保德', 'nrt', 2]
['梁父吟', 'nr', 2]
['驰誉', 'v', 2]
['名', 'q', 2]
['掌上', 'v', 2]
['停杯', 'v', 2]
['千石', 'n', 2]
['贞', 'nz', 2]
['风劲', 'n', 2]
['荤', 'ng', 2]
['如流', 'r', 2]
['向', 'p', 2]
['精忠', 'a', 2]
['伸手', 'v', 2]
['心苦', 'a', 2]
['危崖', 'n', 2]
['催生', 'v', 2]
['来往', 'v', 2]
['脾气', 'n', 2]
['残灯', 'n', 2]
['阿', 'nr', 2]
['三乘', 'nz', 2]
['兵戈', 'n', 2]
['来', 'v', 2]
['对弈', 'v', 2]
['声', 'q', 2]
['练达', 'nr', 2]
['秋千', 'nr', 2]
['绝句', 'm', 2]
['论道', 'n', 2]
['中', 'f', 2]
['月', 'm', 2]
['平日', 't', 2]
['月', 'm', 2]
['火花', 'n', 2]
['神机', 'n', 2]
['风', 'n', 2]
['昧', 'v', 2]
['断水', 'n', 2]
['围城', 'n', 2]
['差钱', 'n', 2]
['小丑', 'nr', 2]
['小鱼', 'n', 2]
['视野', 'n', 2]
['负笈', 'n', 2]
['煦', 'nr', 2]
['农耕', 'nr', 2]
['网站', 'n', 2]
['连根', 'nr', 2]
['分手', 'v', 2]
['贤达', 'a', 2]
['大力', 'n', 2]
['昌言', 'nr', 2]
['可', 'v', 2]
['晚年', 't', 2]
['情', 'n', 2]
['射雕', 'n', 2]
['亥', 't', 2]
['孔方', 'nr', 2]
['过', 'ug', 2]
['篑', 'g', 2]
['排座', 'v', 2]
['遵循', 'v', 2]
['胜日', 'vn', 2]
['挨', 'v', 2]
['花重', 'nr', 2]
['知风', 'n', 2]
['交锋', 'n', 2]
['名', 'q', 2]
['衣', 'ng', 2]
['东岳', 'nr', 2]
['一根', 'm', 2]
['芯', 'ng', 2]
['鼎足', 'z', 2]
['旅思', 'n', 2]
['文传', 'n', 2]
['盛名', 'v', 2]
['点子', 'n', 2]
['慌', 'a', 2]
['禁区', 'n', 2]
['六欲', 'n', 2]
['枝', 'q', 2]
['句', 'q', 2]
['动机', 'n', 2]
['宗旨', 'n', 2]
['种植', 'v', 2]
['八仙', 'n', 2]
['绸缪', 'n', 2]
['蟾', 'n', 2]
['落寞', 'a', 2]
['雾', 'n', 2]
['场上', 's', 2]
['六韬', 'nrfg', 2]
['灵源', 'n', 2]
['老表', 'n', 2]
['广阔', 'a', 2]
['连城', 'ns', 2]
['勇退', 'v', 2]
['惘然', 'z', 2]
['入网', 'v', 2]
['知', 'v', 2]
['向往', 'd', 2]
['幽闲', 'a', 2]
['悲鸣', 'v', 2]
['积善', 'ad', 2]
['信道', 'n', 2]
['灵魂', 'n', 2]
['伯乐', 'nr', 2]
['戟', 'ng', 2]
['孽', 'ag', 2]
['无人敌', 'i', 2]
['民俗', 'n', 2]
['帏', 'n', 2]
['溺', 'vg', 2]
['白山', 'ns', 2]
['争鸣', 'v', 2]
['要', 'v', 2]
['客愁', 'a', 2]
['执教', 'v', 2]
['战鼓', 'n', 2]
['名将', 'n', 2]
['奇香', 'nz', 2]
['群英', 'n', 2]
['迪吧', 'nr', 2]
['悬空', 'n', 2]
['金钗', 'nr', 2]
['真谛', 'n', 2]
['难觅', 'v', 2]
['两院', 'j', 2]
['惊雷', 'v', 2]
['裳', 'ng', 2]
['国', 'n', 2]
['不屑', 'v', 2]
['洛', 'ns', 2]
['战国', 'n', 2]
['三宝', 'nz', 2]
['长舌', 'n', 2]
['壁上', 's', 2]
['峦', 'g', 2]
['细心', 'n', 2]
['发', 'v', 2]
['新学', 'n', 2]
['蓬蒿', 'nr', 2]
['云迷', 'nr', 2]
['听歌', 'v', 2]
['艰辛', 'a', 2]
['中', 'f', 2]
['风吹', 'v', 2]
['三岛', 'ns', 2]
['偶逢', 'v', 2]
['芸', 'n', 2]
['华光', 'nz', 2]
['焚身', 'v', 2]
['少帅', 'n', 2]
['亏空', 'vn', 2]
['一剪梅', 'nr', 2]
['道', 'q', 2]
['喜报', 'v', 2]
['龙眼', 'n', 2]
['开元', 'nz', 2]
['清虚', 'a', 2]
['风水', 'n', 2]
['列位', 'n', 2]
['壳', 'n', 2]
['可谓', 'v', 2]
['先机', 'n', 2]
['下士', 'n', 2]
['梳妆', 'v', 2]
['绝', 'd', 2]
['云帆', 'nr', 2]
['灯塔', 'n', 2]
['有', 'v', 2]
['牛气', 'n', 2]
['蠲', 'g', 2]
['观景', 'n', 2]
['素面', 'n', 2]
['心', 'n', 2]
['天眼', 'n', 2]
['蛙声', 'n', 2]
['如春', 't', 2]
['须眉', 'nr', 2]
['气候', 'n', 2]
['郎', 'nr', 2]
['千字', 'n', 2]
['芬', 'zg', 2]
['礼佛', 'n', 2]
['辄', 'dg', 2]
['政治', 'n', 2]
['票', 'n', 2]
['意识', 'n', 2]
['杠杆', 'n', 2]
['史记', 'n', 2]
['云涌', 'nr', 2]
['苍穹', 'n', 2]
['外', 'f', 2]
['虎门', 'ns', 2]
['百城', 'ns', 2]
['居首', 'n', 2]
['陇上', 'ns', 2]
['小河', 'nr', 2]
['翻书', 'v', 2]
['鄙', 'ag', 2]
['红星', 'nz', 2]
['浊流', 'n', 2]
['八音', 'n', 2]
['插足', 'v', 2]
['难解', 'v', 2]
['手气', 'n', 2]
['面对', 'v', 2]
['四邻', 'n', 2]
['辙', 'n', 2]
['灵性', 'n', 2]
['剥', 'v', 2]
['苍翠', 'nr', 2]
['寿命', 'n', 2]
['贼心', 'n', 2]
['先秦', 't', 2]
['可怕', 'c', 2]
['野人', 'n', 2]
['半路', 'm', 2]
['汉字', 'nz', 2]
['彤云', 'n', 2]
['缭绕', 'v', 2]
['殊姿', 'i', 2]
['结缘', 'n', 2]
['调皮', 'n', 2]
['铜陵', 'ns', 2]
['疏雨', 'n', 2]
['素裹', 'n', 2]
['轴', 'n', 2]
['纵观', 'n', 2]
['气象', 'n', 2]
['簇簇', 'q', 2]
['句', 'q', 2]
['新居', 'n', 2]
['尽孝', 'v', 2]
['上', 'f', 2]
['乘法', 'n', 2]
['想见', 'v', 2]
['叨', 'v', 2]
['秋', 'tg', 2]
['人心', 'n', 2]
['奴才', 'n', 2]
['媳妇', 'n', 2]
['旨', 'ng', 2]
['胸无', 'j', 2]
['蓑', 'zg', 2]
['恤', 'zg', 2]
['默', 'z', 2]
['积木', 'n', 2]
['实惠', 'vn', 2]
['深沉', 'a', 2]
['自怜', 'v', 2]
['枫丹', 'ns', 2]
['有事', 'r', 2]
['汉柏', 'nr', 2]
['有', 'v', 2]
['寿酒', 'n', 2]
['肃', 'nr', 2]
['犹可', 'v', 2]
['幽居', 'n', 2]
['友情', 'n', 2]
['橹', 'ng', 2]
['玉粒', 'n', 2]
['义门', 'n', 2]
['恣', 'zg', 2]
['嫣', 'b', 2]
['世博', 'nr', 2]
['染发', 'v', 2]
['潮音', 'n', 2]
['看', 'v', 2]
['残疾', 'n', 2]
['赋闲', 'v', 2]
['八刀', 'm', 2]
['障碍', 'n', 2]
['牛群', 'nr', 2]
['清', 't', 2]
['沉冤', 'v', 2]
['花暖', 'nr', 2]
['任意', 'v', 2]
['社保', 'j', 2]
['沥血', 'n', 2]
['浓', 'a', 2]
['价钱', 'n', 2]
['孝道', 'v', 2]
['半斤', 'm', 2]
['闺秀', 'n', 2]
['守节', 'n', 2]
['意境', 'n', 2]
['螺', 'n', 2]
['感觉', 'n', 2]
['老朽', 'n', 2]
['地产', 'n', 2]
['酱', 'n', 2]
['高位', 'n', 2]
['犯罪', 'vn', 2]
['华星', 'nz', 2]
['鏖兵', 'v', 2]
['后台', 'n', 2]
['相干', 'v', 2]
['中', 'f', 2]
['利器', 'n', 2]
['义气', 'n', 2]
['起家', 'n', 2]
['迟迟', 'd', 2]
['扬波', 'ns', 2]
['桂林', 'nr', 2]
['焦桐', 'nr', 2]
['食为天', 'l', 2]
['外侮', 'n', 2]
['行情', 'n', 2]
['妒忌', 'v', 2]
['薤', 'g', 2]
['邪风', 'n', 2]
['阴风', 'n', 2]
['青门', 'ns', 2]
['百合', 'n', 2]
['过节', 't', 2]
['形胜', 'v', 2]
['喜闻', 'n', 2]
['大贤', 'nr', 2]
['幢', 'q', 2]
['旗帜', 'n', 2]
['润泽', 'n', 2]
['芜', 'ns', 2]
['旧恨', 'n', 2]
['言', 'vg', 2]
['碧草', 'n', 2]
['天理', 'n', 2]
['二心', 'n', 2]
['天影', 'n', 2]
['樵径', 'n', 2]
['前', 'f', 2]
['摇篮', 'v', 2]
['所谓', 'b', 2]
['屋漏', 'n', 2]
['军民', 'n', 2]
['登顶', 'n', 2]
['大侠', 'nr', 2]
['师徒', 'n', 2]
['提携', 'v', 2]
['千古', 'ns', 2]
['浮夸', 'v', 2]
['山客', 'n', 2]
['腔', 'q', 2]
['踞', 'vg', 2]
['三世', 'nrt', 2]
['贪生', 'v', 2]
['雨幕', 'n', 2]
['苦瓜', 'n', 2]
['壮观', 'a', 2]
['奏凯', 'v', 2]
['簧', 'n', 2]
['性', 'n', 2]
['照眼', 'd', 2]
['砸', 'v', 2]
['伦', 'ns', 2]
['婚外', 'j', 2]
['砖', 'n', 2]
['嗅', 'n', 2]
['独尊', 'v', 2]
['珍重', 'a', 2]
['周天', 't', 2]
['风', 'n', 2]
['南郭', 'nr', 2]
['行家', 'n', 2]
['白花', 'n', 2]
['潦草', 'a', 2]
['春江', 'nr', 2]
['欢娱', 'v', 2]
['守拙', 'a', 2]
['露下', 'v', 2]
['灵机', 'n', 2]
['惹事', 'v', 2]
['虚', 'd', 2]
['法雨', 'n', 2]
['红茶', 'nr', 2]
['本源', 'n', 2]
['择婿', 'n', 2]
['欣欣', 'a', 2]
['嵩', 'ns', 2]
['分母', 'n', 2]
['扯淡', 'v', 2]
['和顺', 'nz', 2]
['汗流', 'n', 2]
['退休', 'v', 2]
['傲慢', 'a', 2]
['解愁', 'v', 2]
['啭', 'g', 2]
['公门', 'n', 2]
['范阳郡', 'nr', 2]
['橙', 'n', 2]
['署', 'ng', 2]
['傲气', 'a', 2]
['赏', 'v', 2]
['象牙', 'ns', 2]
['竞秀', 'n', 2]
['雷霆', 'nr', 2]
['井冈', 'ns', 2]
['心迷', 'n', 2]
['绮罗', 'nr', 2]
['献瑞', 'nrt', 2]
['自动', 'vn', 2]
['公关', 'n', 2]
['斜影', 'n', 2]
['如洗', 'v', 2]
['争雄', 'n', 2]
['墙角', 'n', 2]
['沦', 'zg', 2]
['张大', 'nr', 2]
['太仓', 'ns', 2]
['豹', 'n', 2]
['雪霁', 'nr', 2]
['腿', 'n', 2]
['轰', 'v', 2]
['掏', 'zg', 2]
['佳茗', 'n', 2]
['黄阁', 'nr', 2]
['桂冠', 'nr', 2]
['至诚', 'd', 2]
['家长', 'n', 2]
['颦', 'g', 2]
['两肩', 'n', 2]
['情丝', 'n', 2]
['准绳', 'n', 2]
['牛仔', 'nr', 2]
['淫雨', 'n', 2]
['理学', 'n', 2]
['作曲', 'n', 2]
['无功', 'a', 2]
['雨意', 'n', 2]
['和暖', 'nr', 2]
['不想', 'v', 2]
['屹', 'v', 2]
['黄钟', 'nr', 2]
['资格', 'n', 2]
['心淡', 'a', 2]
['单打', 'n', 2]
['碑文', 'n', 2]
['通知', 'v', 2]
['负米', 'n', 2]
['唤起', 'v', 2]
['狂花', 'n', 2]
['二水', 'nrt', 2]
['秋冬', 't', 2]
['雪色', 'n', 2]
['捐', 'v', 2]
['甘当', 'v', 2]
['睿智', 'a', 2]
['屈膝', 'nr', 2]
['冷淡', 'a', 2]
['花甲', 'nr', 2]
['露湿', 'v', 1]
['对歌', 'n', 1]
['制作', 'vn', 1]
['双方', 'n', 1]
['孤儿', 'nr', 1]
['陶陶', 'nr', 1]
['三城', 'ns', 1]
['匕首', 'n', 1]
['鸢', 'ng', 1]
['岑', 'nr', 1]
['跪', 'v', 1]
['鱼鳞', 'n', 1]
['览胜', 'v', 1]
['置酒', 'v', 1]
['头先', 'n', 1]
['春雷', 'nr', 1]
['花片', 'n', 1]
['篝', 'zg', 1]
['猫头', 'n', 1]
['归途', 'n', 1]
['千夫', 'nr', 1]
['江畔', 'ns', 1]
['依竹', 'nr', 1]
['吹破', 'v', 1]
['年糕', 'n', 1]
['一堆', 'm', 1]
['师法', 'n', 1]
['嶂', 'zg', 1]
['雪', 'n', 1]
['栈', 'n', 1]
['搞笑', 'v', 1]
['负薪', 'n', 1]
['豪放', 'v', 1]
['作歌', 'n', 1]
['优游', 'vn', 1]
['雪景', 'n', 1]
['感动', 'v', 1]
['岱顶', 'ns', 1]
['翳', 'g', 1]
['果断', 'd', 1]
['书函', 'n', 1]
['流血', 'v', 1]
['卿卿', 'nr', 1]
['裁衣', 'n', 1]
['范围', 'n', 1]
['醉', 'v', 1]
['花簇', 'nr', 1]
['原创', 'n', 1]
['我方', 'r', 1]
['滥杀', 'v', 1]
['耙', 'n', 1]
['编修', 'v', 1]
['无故', 'n', 1]
['拒绝', 'v', 1]
['微波', 'n', 1]
['上书', 'v', 1]
['踏遍', 'v', 1]
['磊', 'nr', 1]
['养人', 'n', 1]
['年岁', 'n', 1]
['乐', 'a', 1]
['稚', 'n', 1]
['沉水', 'v', 1]
['官僚', 'n', 1]
['全局', 'n', 1]
['鸣钟', 'n', 1]
['邮差', 'n', 1]
['中州', 'ns', 1]
['文章', 'n', 1]
['名望', 'v', 1]
['风操', 'n', 1]
['巨龙', 'nr', 1]
['高寿', 'nr', 1]
['华亭', 'nr', 1]
['源自', 'v', 1]
['春', 'tg', 1]
['掩面', 'n', 1]
['乐山', 'ns', 1]
['晶', 'n', 1]
['卦', 'n', 1]
['万籁', 'n', 1]
['招牌', 'v', 1]
['墨笔', 'n', 1]
['柄', 'n', 1]
['踏破', 'v', 1]
['名', 'q', 1]
['实意', 'v', 1]
['商行', 'n', 1]
['重视', 'v', 1]
['旧友', 'n', 1]
['功', 'n', 1]
['共享', 'v', 1]
['欣然', 'd', 1]
['沉稳', 'a', 1]
['阙里', 'nr', 1]
['西竺', 'ns', 1]
['爬坡', 'n', 1]
['从政', 'nr', 1]
['杀气', 'n', 1]
['浪潮', 'n', 1]
['翕', 'v', 1]
['冒雪', 'n', 1]
['解忧', 'v', 1]
['特', 'd', 1]
['收兵', 'n', 1]
['佳景', 'n', 1]
['仁寿', 'nr', 1]
['愁', 'v', 1]
['藏拙', 'nr', 1]
['尽收', 'v', 1]
['学语', 'n', 1]
['虎跑', 'ns', 1]
['熟人', 'n', 1]
['端方', 'n', 1]
['明明', 't', 1]
['野菊', 'n', 1]
['比', 'p', 1]
['天南', 'ns', 1]
['动', 'v', 1]
['蟹行', 'n', 1]
['制造', 'v', 1]
['宋江', 'nr', 1]
['黄酒', 'n', 1]
['惩恶', 'v', 1]
['焕发', 'v', 1]
['俭用', 'v', 1]
['性灵', 'n', 1]
['同', 'p', 1]
['枫林', 'ns', 1]
['无味', 'd', 1]
['荒原', 'n', 1]
['疯狂', 'a', 1]
['凡夫', 'nr', 1]
['让路', 'v', 1]
['难熬', 'a', 1]
['绣虎', 'nz', 1]
['节俭', 'a', 1]
['天禄', 'nr', 1]
['丑时', 't', 1]
['洒家', 'r', 1]
['念头', 'n', 1]
['市', 'n', 1]
['荡漾', 'v', 1]
['扑朔', 'a', 1]
['仙都', 'ns', 1]
['眈眈', 'i', 1]
['分光', 'n', 1]
['华胥', 'nr', 1]
['异域', 'n', 1]
['海南', 'ns', 1]
['船尾', 'n', 1]
['云垂', 'nr', 1]
['扁担', 'n', 1]
['锦章', 'n', 1]
['宅第', 'n', 1]
['画苑', 'n', 1]
['丈室', 'n', 1]
['老死', 'n', 1]
['饮客', 'n', 1]
['单传', 'b', 1]
['照书', 'n', 1]
['探春', 'nr', 1]
['自娱', 'a', 1]
['本', 'r', 1]
['举子', 'n', 1]
['见鬼', 'v', 1]
['城', 'n', 1]
['纽约', 'ns', 1]
['半空', 'n', 1]
['廿九', 'm', 1]
['两朵', 'm', 1]
['国力', 'n', 1]
['品茗', 'n', 1]
['商周', 't', 1]
['木乃伊', 'nr', 1]
['休休', 'v', 1]
['毡', 'ng', 1]
['金环', 'nr', 1]
['溯源', 'v', 1]
['队', 'n', 1]
['江汉', 'ns', 1]
['大陆', 'n', 1]
['神策', 'n', 1]
['龙胆', 'nr', 1]
['宴饮', 'n', 1]
['遮日', 'nz', 1]
['草芥', 'n', 1]
['洋相', 'n', 1]
['蒸蒸', 'vn', 1]
['韵律', 'n', 1]
['山鬼', 'n', 1]
['孤云远', 'nr', 1]
['怀乡', 'ns', 1]
['物', 'zg', 1]
['一带', 'n', 1]
['汀', 'ns', 1]
['澎', 'ns', 1]
['皇后', 'n', 1]
['炮声', 'n', 1]
['天一', 'b', 1]
['千寻碧', 'i', 1]
['读经', 'n', 1]
['履', 'v', 1]
['雨', 'n', 1]
['狐疑', 'v', 1]
['出土', 'v', 1]
['心性', 'n', 1]
['见', 'v', 1]
['白粉', 'n', 1]
['夏云', 'nr', 1]
['双眼', 'm', 1]
['鼻息', 'n', 1]
['夜里', 't', 1]
['军师', 'n', 1]
['供应', 'vn', 1]
['逆旅', 'n', 1]
['苏', 'j', 1]
['鲤', 'ng', 1]
['生源', 'n', 1]
['金刀', 'n', 1]
['庖', 'ng', 1]
['鳣', 'zg', 1]
['得', 'ud', 1]
['日', 'm', 1]
['烛夜', 'n', 1]
['干净', 'a', 1]
['外来', 'f', 1]
['硝烟', 'n', 1]
['轻盈', 'z', 1]
['无角', 'n', 1]
['洞彻', 'v', 1]
['设宴', 'n', 1]
['林梢', 'nr', 1]
['粗粮', 'n', 1]
['白莲', 'nr', 1]
['放肆', 'd', 1]
['此事', 'r', 1]
['阜', 'ns', 1]
['格物', 'n', 1]
['来', 'v', 1]
['叛', 'n', 1]
['秦桧', 'nr', 1]
['司晨', 'nr', 1]
['端阳', 'ns', 1]
['宜人', 'nrt', 1]
['南非', 'ns', 1]
['瀛', 'ns', 1]
['官职', 'n', 1]
['广水', 'ns', 1]
['仆', 'ng', 1]
['片帆', 'nz', 1]
['邸', 'nr', 1]
['寒', 'ag', 1]
['松', 'v', 1]
['秋后', 't', 1]
['海', 'n', 1]
['扣门', 'v', 1]
['晋唐', 't', 1]
['洋酒', 'n', 1]
['久', 'a', 1]
['行', 'zg', 1]
['流化', 'vn', 1]
['来', 'v', 1]
['回音', 'n', 1]
['城', 'n', 1]
['慈善', 'nr', 1]
['舍利', 'nrt', 1]
['人', 'n', 1]
['淘米', 'n', 1]
['开', 'v', 1]
['对症', 'n', 1]
['粱', 'nr', 1]
['得宜', 'v', 1]
['退', 'v', 1]
['祖脉', 'n', 1]
['躲躲', 'v', 1]
['建新', 'v', 1]
['大夏', 'n', 1]
['恶徒', 'n', 1]
['同一', 'b', 1]
['康强', 'nr', 1]
['金菊', 'nr', 1]
['伊能静', 'nr', 1]
['斤两', 'n', 1]
['拜官', 'v', 1]
['落成', 'v', 1]
['威仪', 'nz', 1]
['成', 'n', 1]
['米尔', 'nrt', 1]
['白毛', 'nr', 1]
['坊间', 'n', 1]
['引颈', 'n', 1]
['失衡', 'a', 1]
['妙理', 'n', 1]
['画扇', 'n', 1]
['话梅', 'n', 1]
['大局', 'n', 1]
['书信', 'n', 1]
['亏欠', 'v', 1]
['拉门', 'ns', 1]
['绿肥', 'n', 1]
['不雨', 'n', 1]
['闲行', 'v', 1]
['加工', 'vn', 1]
['正果', 'n', 1]
['吃醋', 'v', 1]
['巴金', 'ns', 1]
['真容', 'n', 1]
['刮风', 'n', 1]
['气', 'n', 1]
['房梁', 'n', 1]
['貌似', 'v', 1]
['降', 'v', 1]
['诡', 'zg', 1]
['薪金', 'n', 1]
['小看', 'v', 1]
['雨燕', 'nr', 1]
['下', 'f', 1]
['挂满', 'v', 1]
['四周', 'm', 1]
['雄伟', 'a', 1]
['驼', 'n', 1]
['肉食', 'n', 1]
['几杯', 'm', 1]
['振锡', 'nr', 1]
['为', 'p', 1]
['靥', 'g', 1]
['主', 'b', 1]
['圣驾', 'n', 1]
['战乱', 'n', 1]
['怀古', 'ns', 1]
['镰刀', 'n', 1]
['联姻', 'n', 1]
['黄犬', 'nr', 1]
['传媒', 'n', 1]
['要命', 'v', 1]
['无机', 'n', 1]
['河堤', 'n', 1]
['风', 'n', 1]
['忧国', 'n', 1]
['乐园', 'n', 1]
['道统', 'n', 1]
['坐禅', 'v', 1]
['著作', 'n', 1]
['赤松', 'n', 1]
['汉苑', 'nr', 1]
['幽期', 'n', 1]
['阵雨', 'n', 1]
['白龙', 'nr', 1]
['难过', 'v', 1]
['柴达木', 'nr', 1]
['尊', 'q', 1]
['月', 'm', 1]
['楚歌', 'nr', 1]
['虎将', 'n', 1]
['名', 'q', 1]
['惊鸟', 'n', 1]
['信念', 'n', 1]
['绿阴', 'n', 1]
['升降', 'v', 1]
['挺挺', 'a', 1]
['变法', 'vn', 1]
['商场', 'n', 1]
['任', 'r', 1]
['轻微', 'd', 1]
['祖庙', 'n', 1]
['贴心', 'v', 1]
['东北', 'ns', 1]
['驻马', 'ns', 1]
['抢险', 'v', 1]
['郝', 'nr', 1]
['大悲', 'n', 1]
['睛', 'zg', 1]
['磨光', 'n', 1]
['歹徒', 'n', 1]
['经', 'n', 1]
['一出', 'm', 1]
['花黄', 'nr', 1]
['日', 'm', 1]
['绝命', 'd', 1]
['蛮缠', 'n', 1]
['遨游', 'v', 1]
['菽', 'zg', 1]
['几千', 'm', 1]
['无台', 'v', 1]
['水', 'n', 1]
['帐', 'n', 1]
['美文', 'nz', 1]
['虬', 'n', 1]
['香江', 'ns', 1]
['空前', 's', 1]
['兴起', 'v', 1]
['迎门', 'v', 1]
['陟', 'zg', 1]
['剥开', 'v', 1]
['痛苦', 'an', 1]
['新知', 'n', 1]
['心窗', 'n', 1]
['明', 'a', 1]
['末日', 't', 1]
['了', 'ul', 1]
['眼力', 'n', 1]
['难经', 'd', 1]
['云际', 'n', 1]
['日元', 'n', 1]
['夜宿', 'n', 1]
['堂皇', 'n', 1]
['上火', 'v', 1]
['抡', 'v', 1]
['寒水', 'n', 1]
['武生', 'nr', 1]
['艳星', 'n', 1]
['奔月', 'v', 1]
['大嚼', 'v', 1]
['春登', 'nr', 1]
['如雷', 'v', 1]
['一次', 'm', 1]
['清香', 'nr', 1]
['救星', 'n', 1]
['东土', 'n', 1]
['鬼见愁', 'i', 1]
['凤爪', 'nr', 1]
['绝后', 'd', 1]
['胜迹', 'n', 1]
['轧', 'v', 1]
['互动', 'd', 1]
['渔船', 'n', 1]
['君王', 'nz', 1]
['病骨', 'n', 1]
['长须', 'd', 1]
['与非', 'c', 1]
['活着', 'v', 1]
['茶山', 'n', 1]
['道场', 'n', 1]
['红眼', 'n', 1]
['反复', 'v', 1]
['水石', 'n', 1]
['古井', 'n', 1]
['芹', 'nr', 1]
['忉', 'x', 1]
['政客', 'n', 1]
['翠云', 'nr', 1]
['智藏', 'ns', 1]
['壤', 'n', 1]
['传音', 'n', 1]
['仔细', 'ad', 1]
['地', 'uv', 1]
['乱飞', 'v', 1]
['五尺', 'm', 1]
['皮', 'n', 1]
['来', 'v', 1]
['要金', 'n', 1]
['春霄', 'nr', 1]
['纯诚', 'a', 1]
['义士', 'n', 1]
['凤眼', 'nr', 1]
['点燃', 'v', 1]
['清蒸', 'vn', 1]
['河图', 'ns', 1]
['脉', 'ng', 1]
['黯淡', 'z', 1]
['退路', 'v', 1]
['哲嗣', 'n', 1]
['磐石', 'n', 1]
['放', 'v', 1]
['艾叶', 'nr', 1]
['成本', 'n', 1]
['傅粉', 'nr', 1]
['相交', 'v', 1]
['燕市', 'ns', 1]
['目的', 'n', 1]
['传播', 'vn', 1]
['赡', 'vg', 1]
['出格', 'n', 1]
['世民', 'n', 1]
['蝉鸣', 'v', 1]
['占先', 'v', 1]
['为重', 'v', 1]
['商铺', 'n', 1]
['水产', 'n', 1]
['安眠', 'v', 1]
['飞去', 'v', 1]
['群贤', 'n', 1]
['楚河', 'ns', 1]
['团扇', 'n', 1]
['看中', 'v', 1]
['里弄', 'ns', 1]
['白痴', 'nr', 1]
['明', 'a', 1]
['千林', 'nr', 1]
['匿迹', 'n', 1]
['孔融', 'n', 1]
['红妆', 'n', 1]
['笏', 'zg', 1]
['嘘', 'v', 1]
['千头', 'm', 1]
['一两', 'm', 1]
['华居', 'nr', 1]
['微茫', 'z', 1]
['有章', 'r', 1]
['双翅', 'n', 1]
['腊八', 't', 1]
['人表', 'n', 1]
['负图', 'n', 1]
['为', 'p', 1]
['回文', 'nz', 1]
['穿', 'v', 1]
['嫩蕊', 'n', 1]
['聊斋', 'nz', 1]
['分', 'v', 1]
['平畴', 'nr', 1]
['人居', 'n', 1]
['身临', 'v', 1]
['绿艳', 'nr', 1]
['出外', 'v', 1]
['狂舞', 'n', 1]
['落英', 'n', 1]
['烦事', 'a', 1]
['帆樯', 'n', 1]
['瑜', 'nr', 1]
['山乡', 'ns', 1]
['竿头', 'n', 1]
['嘴边', 's', 1]
['海岛', 'ns', 1]
['文文', 'nz', 1]
['合肥', 'n', 1]
['合卺', 'v', 1]
['对立', 'v', 1]
['掩耳', 'v', 1]
['染翰', 'nz', 1]
['用', 'p', 1]
['车', 'zg', 1]
['端赖', 'v', 1]
['几百', 'm', 1]
['盖章', 'nr', 1]
['吐', 'v', 1]
['纤纤', 'n', 1]
['二分', 'm', 1]
['在家', 'r', 1]
['定', 'v', 1]
['苞', 'ng', 1]
['影射', 'vn', 1]
['意', 'n', 1]
['曲江', 'ns', 1]
['海深', 'n', 1]
['齿寒', 'n', 1]
['友朋', 'n', 1]
['土豆', 'n', 1]
['长治', 'n', 1]
['不祥', 'a', 1]
['竹枝', 'n', 1]
['泾渭', 'ns', 1]
['跌', 'v', 1]
['优质', 'n', 1]
['去', 'v', 1]
['南洋', 'ns', 1]
['韭', 'n', 1]
['宿处', 'n', 1]
['准确', 'a', 1]
['柯', 'nr', 1]
['凌波', 'nr', 1]
['癫狂', 'a', 1]
['盈枝', 'n', 1]
['一方', 'm', 1]
['搬', 'v', 1]
['蟋蟀', 'n', 1]
['高', 'a', 1]
['旗鼓', 'n', 1]
['灵活', 'a', 1]
['无量', 'n', 1]
['楼梯', 'n', 1]
['传芳', 'n', 1]
['五五', 'm', 1]
['小荷', 'n', 1]
['消', 'n', 1]
['京东', 'ns', 1]
['车站', 'n', 1]
['怨恨', 'v', 1]
